Property name,Address,City,County,State,ZIP code,Latitude,Longitude,Housing Authority,,,,,,,
SOUTHVIEW APTS,1101 S 16th St Apt D,Richmond,Wayne,IN,473746583,39.814852,-84.880363,Housing Authority of the City of Richmond,,,,,,,
SOUTHVIEW APTS,1101 S 16th St Apt D,Richmond,Wayne,IN,473746583,39.814852,-84.880363,Housing Authority of the City of Richmond,,,,,,,
SOUTHVIEW APTS,1101 S 16th St Apt D,Richmond,Wayne,IN,473746583,39.814852,-84.880363,Housing Authority of the City of Richmond,,,,,,,
SOUTHVIEW APTS,1101 S 16th St Apt D,Richmond,Wayne,IN,473746583,39.814852,-84.880363,Housing Authority of the City of Richmond,,,,,,,
JERRY GEIER APARTMENTS,2001 W Main St Apt C7,Richmond,Wayne,IN,473743866,39.829047,-84.92818,Housing Authority of the City of Richmond,,,,,,,
JERRY GEIER APARTMENTS,2001 W Main St Apt C7,Richmond,Wayne,IN,473743866,39.829047,-84.92818,Housing Authority of the City of Richmond,,,,,,,
JERRY GEIER APARTMENTS,2001 W Main St Apt C7,Richmond,Wayne,IN,473743866,39.829047,-84.92818,Housing Authority of the City of Richmond,,,,,,,
JERRY GEIER APARTMENTS,2001 W Main St Apt C7,Richmond,Wayne,IN,473743866,39.829047,-84.92818,Housing Authority of the City of Richmond,,,,,,,
JERRY GEIER APARTMENTS,2001 W Main St Apt C7,Richmond,Wayne,IN,473743866,39.829047,-84.92818,Housing Authority of the City of Richmond,,,,,,,
"ROBERT F. ""BOBBY"" SMITH APART",1407 N H St Apt 1B,Richmond,Wayne,IN,473742575,39.838492,-84.88225,Housing Authority of the City of Richmond,,,,,,,
"ROBERT F. ""BOBBY"" SMITH APART",1407 N H St Apt 1B,Richmond,Wayne,IN,473742575,39.838492,-84.88225,Housing Authority of the City of Richmond,,,,,,,
"ROBERT F. ""BOBBY"" SMITH APART",1407 N H St Apt 1B,Richmond,Wayne,IN,473742575,39.838492,-84.88225,Housing Authority of the City of Richmond,,,,,,,
"ROBERT F. ""BOBBY"" SMITH APART",1407 N H St Apt 1B,Richmond,Wayne,IN,473742575,39.838492,-84.88225,Housing Authority of the City of Richmond,,,,,,,
"ROBERT F. ""BOBBY"" SMITH APART",1407 N H St Apt 1B,Richmond,Wayne,IN,473742575,39.838492,-84.88225,Housing Authority of the City of Richmond,,,,,,,
COLUMBIA CENTER,7439 Linden Pl,Hammond,Lake,IN,463242836,41.577842,-87.498126,Housing Authority of the City of Hammond,,,,,,,
COLUMBIA CENTER,7439 Linden Pl,Hammond,Lake,IN,463242836,41.577842,-87.498126,Housing Authority of the City of Hammond,,,,,,,
COLUMBIA CENTER,7439 Linden Pl,Hammond,Lake,IN,463242836,41.577842,-87.498126,Housing Authority of the City of Hammond,,,,,,,
COLUMBIA CENTER,7439 Linden Pl,Hammond,Lake,IN,463242836,41.577842,-87.498126,Housing Authority of the City of Hammond,,,,,,,
TURNER PARK,4923 Hohman Ave Apt 403A,Hammond,Lake,IN,463201559,41.624355,-87.51811,Housing Authority of the City of Hammond,,,,,,,
TURNER PARK,4923 Hohman Ave Apt 403A,Hammond,Lake,IN,463201559,41.624355,-87.51811,Housing Authority of the City of Hammond,,,,,,,
TURNER PARK,4923 Hohman Ave Apt 403A,Hammond,Lake,IN,463201559,41.624355,-87.51811,Housing Authority of the City of Hammond,,,,,,,
TURNER PARK,4923 Hohman Ave Apt 403A,Hammond,Lake,IN,463201559,41.624355,-87.51811,Housing Authority of the City of Hammond,,,,,,,
DELANEY COMMUNITY,2140 Harrison St,Gary,Lake,IN,464072940,41.579674,-87.346696,Housing Authority of the City of Gary,,,,,,,
DELANEY COMMUNITY,2140 Harrison St,Gary,Lake,IN,464072940,41.579674,-87.346696,Housing Authority of the City of Gary,,,,,,,
DELANEY COMMUNITY,2140 Harrison St,Gary,Lake,IN,464072940,41.579674,-87.346696,Housing Authority of the City of Gary,,,,,,,
DELANEY COMMUNITY,2140 Harrison St,Gary,Lake,IN,464072940,41.579674,-87.346696,Housing Authority of the City of Gary,,,,,,,
DELANEY COMMUNITY,2140 Harrison St,Gary,Lake,IN,464072940,41.579674,-87.346696,Housing Authority of the City of Gary,,,,,,,
DELANEY COMMUNITY,2140 Harrison St,Gary,Lake,IN,464072940,41.579674,-87.346696,Housing Authority of the City of Gary,,,,,,,
DELANEY COMMUNITY,2140 Harrison St,Gary,Lake,IN,464072940,41.579674,-87.346696,Housing Authority of the City of Gary,,,,,,,
DELANEY COMMUNITY,2140 Harrison St,Gary,Lake,IN,464072940,41.579674,-87.346696,Housing Authority of the City of Gary,,,,,,,
DELANEY COMMUNITY,2140 Harrison St,Gary,Lake,IN,464072940,41.579674,-87.346696,Housing Authority of the City of Gary,,,,,,,
IVANHOE GARDENS,3320 W 10th Pl,Gary,Lake,IN,464041908,41.59275,-87.378675,Housing Authority of the City of Gary,,,,,,,
IVANHOE GARDENS,3320 W 10th Pl,Gary,Lake,IN,464041908,41.59275,-87.378675,Housing Authority of the City of Gary,,,,,,,
IVANHOE GARDENS,3320 W 10th Pl,Gary,Lake,IN,464041908,41.59275,-87.378675,Housing Authority of the City of Gary,,,,,,,
IVANHOE GARDENS,3320 W 10th Pl,Gary,Lake,IN,464041908,41.59275,-87.378675,Housing Authority of the City of Gary,,,,,,,
IVANHOE GARDENS,3320 W 10th Pl,Gary,Lake,IN,464041908,41.59275,-87.378675,Housing Authority of the City of Gary,,,,,,,
IVANHOE GARDENS,3320 W 10th Pl,Gary,Lake,IN,464041908,41.59275,-87.378675,Housing Authority of the City of Gary,,,,,,,
IVANHOE GARDENS,3320 W 10th Pl,Gary,Lake,IN,464041908,41.59275,-87.378675,Housing Authority of the City of Gary,,,,,,,
IVANHOE GARDENS,3320 W 10th Pl,Gary,Lake,IN,464041908,41.59275,-87.378675,Housing Authority of the City of Gary,,,,,,,
DELANEY WEST,2273 Fillmore St,Gary,Lake,IN,464072931,41.577397,-87.350321,Housing Authority of the City of Gary,,,,,,,
DELANEY WEST,2273 Fillmore St,Gary,Lake,IN,464072931,41.577397,-87.350321,Housing Authority of the City of Gary,,,,,,,
DELANEY WEST,2273 Fillmore St,Gary,Lake,IN,464072931,41.577397,-87.350321,Housing Authority of the City of Gary,,,,,,,
DELANEY WEST,2273 Fillmore St,Gary,Lake,IN,464072931,41.577397,-87.350321,Housing Authority of the City of Gary,,,,,,,
DELANEY WEST,2273 Fillmore St,Gary,Lake,IN,464072931,41.577397,-87.350321,Housing Authority of the City of Gary,,,,,,,
DELANEY WEST,2273 Fillmore St,Gary,Lake,IN,464072931,41.577397,-87.350321,Housing Authority of the City of Gary,,,,,,,
DELANEY WEST,2273 Fillmore St,Gary,Lake,IN,464072931,41.577397,-87.350321,Housing Authority of the City of Gary,,,,,,,
DELANEY WEST,2273 Fillmore St,Gary,Lake,IN,464072931,41.577397,-87.350321,Housing Authority of the City of Gary,,,,,,,
DORIE MILLER,1809 E 20th Ave,Gary,Lake,IN,464071627,41.581162,-87.314738,Housing Authority of the City of Gary,,,,,,,
DORIE MILLER,1809 E 20th Ave,Gary,Lake,IN,464071627,41.581162,-87.314738,Housing Authority of the City of Gary,,,,,,,
DORIE MILLER,1809 E 20th Ave,Gary,Lake,IN,464071627,41.581162,-87.314738,Housing Authority of the City of Gary,,,,,,,
DORIE MILLER,1809 E 20th Ave,Gary,Lake,IN,464071627,41.581162,-87.314738,Housing Authority of the City of Gary,,,,,,,
DORIE MILLER,1809 E 20th Ave,Gary,Lake,IN,464071627,41.581162,-87.314738,Housing Authority of the City of Gary,,,,,,,
DORIE MILLER,1809 E 20th Ave,Gary,Lake,IN,464071627,41.581162,-87.314738,Housing Authority of the City of Gary,,,,,,,
DORIE MILLER,1809 E 20th Ave,Gary,Lake,IN,464071627,41.581162,-87.314738,Housing Authority of the City of Gary,,,,,,,
DORIE MILLER,1809 E 20th Ave,Gary,Lake,IN,464071627,41.581162,-87.314738,Housing Authority of the City of Gary,,,,,,,
DORIE MILLER,1809 E 20th Ave,Gary,Lake,IN,464071627,41.581162,-87.314738,Housing Authority of the City of Gary,,,,,,,
DORIE MILLER EASTPOINT,2407 Central Ave,Gary,Lake,IN,464071743,41.581923,-87.308117,Housing Authority of the City of Gary,,,,,,,
DORIE MILLER EASTPOINT,2407 Central Ave,Gary,Lake,IN,464071743,41.581923,-87.308117,Housing Authority of the City of Gary,,,,,,,
DORIE MILLER EASTPOINT,2407 Central Ave,Gary,Lake,IN,464071743,41.581923,-87.308117,Housing Authority of the City of Gary,,,,,,,
DORIE MILLER EASTPOINT,2407 Central Ave,Gary,Lake,IN,464071743,41.581923,-87.308117,Housing Authority of the City of Gary,,,,,,,
DORIE MILLER EASTPOINT,2407 Central Ave,Gary,Lake,IN,464071743,41.581923,-87.308117,Housing Authority of the City of Gary,,,,,,,
DORIE MILLER EASTPOINT,2407 Central Ave,Gary,Lake,IN,464071743,41.581923,-87.308117,Housing Authority of the City of Gary,,,,,,,
DORIE MILLER EASTPOINT,2407 Central Ave,Gary,Lake,IN,464071743,41.581923,-87.308117,Housing Authority of the City of Gary,,,,,,,
DORIE MILLER EASTPOINT,2407 Central Ave,Gary,Lake,IN,464071743,41.581923,-87.308117,Housing Authority of the City of Gary,,,,,,,
DORIE MILLER EASTPOINT,2407 Central Ave,Gary,Lake,IN,464071743,41.581923,-87.308117,Housing Authority of the City of Gary,,,,,,,
SENIOR CITIZENS,3280 Pierce St,Gary,Lake,IN,464081188,41.559181,-87.351272,Housing Authority of the City of Gary,,,,,,,
SENIOR CITIZENS,3280 Pierce St,Gary,Lake,IN,464081188,41.559181,-87.351272,Housing Authority of the City of Gary,,,,,,,
SENIOR CITIZENS,3280 Pierce St,Gary,Lake,IN,464081188,41.559181,-87.351272,Housing Authority of the City of Gary,,,,,,,
SENIOR CITIZENS,3280 Pierce St,Gary,Lake,IN,464081188,41.559181,-87.351272,Housing Authority of the City of Gary,,,,,,,
SENIOR CITIZENS,3280 Pierce St,Gary,Lake,IN,464081188,41.559181,-87.351272,Housing Authority of the City of Gary,,,,,,,
SENIOR CITIZENS,3280 Pierce St,Gary,Lake,IN,464081188,41.559181,-87.351272,Housing Authority of the City of Gary,,,,,,,
SENIOR CITIZENS,3280 Pierce St,Gary,Lake,IN,464081188,41.559181,-87.351272,Housing Authority of the City of Gary,,,,,,,
SENIOR CITIZENS,3280 Pierce St,Gary,Lake,IN,464081188,41.559181,-87.351272,Housing Authority of the City of Gary,,,,,,,
SENIOR CITIZENS,3280 Pierce St,Gary,Lake,IN,464081188,41.559181,-87.351272,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,5032 W 20th Ave,Gary,Lake,IN,464062872,41.582686,-87.398948,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,5032 W 20th Ave,Gary,Lake,IN,464062872,41.582686,-87.398948,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,5032 W 20th Ave,Gary,Lake,IN,464062872,41.582686,-87.398948,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,5032 W 20th Ave,Gary,Lake,IN,464062872,41.582686,-87.398948,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,5032 W 20th Ave,Gary,Lake,IN,464062872,41.582686,-87.398948,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,5032 W 20th Ave,Gary,Lake,IN,464062872,41.582686,-87.398948,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,5032 W 20th Ave,Gary,Lake,IN,464062872,41.582686,-87.398948,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,5032 W 20th Ave,Gary,Lake,IN,464062872,41.582686,-87.398948,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,5032 W 20th Ave,Gary,Lake,IN,464062872,41.582686,-87.398948,Housing Authority of the City of Gary,,,,,,,
GLENPARK EAST,830 E 35th Ct,Gary,Lake,IN,464091403,41.55461,-87.326541,Housing Authority of the City of Gary,,,,,,,
GLENPARK EAST,830 E 35th Ct,Gary,Lake,IN,464091403,41.55461,-87.326541,Housing Authority of the City of Gary,,,,,,,
GLENPARK EAST,830 E 35th Ct,Gary,Lake,IN,464091403,41.55461,-87.326541,Housing Authority of the City of Gary,,,,,,,
GLENPARK EAST,830 E 35th Ct,Gary,Lake,IN,464091403,41.55461,-87.326541,Housing Authority of the City of Gary,,,,,,,
GLENPARK EAST,830 E 35th Ct,Gary,Lake,IN,464091403,41.55461,-87.326541,Housing Authority of the City of Gary,,,,,,,
GLENPARK EAST,830 E 35th Ct,Gary,Lake,IN,464091403,41.55461,-87.326541,Housing Authority of the City of Gary,,,,,,,
GLENPARK EAST,830 E 35th Ct,Gary,Lake,IN,464091403,41.55461,-87.326541,Housing Authority of the City of Gary,,,,,,,
GLENPARK EAST,830 E 35th Ct,Gary,Lake,IN,464091403,41.55461,-87.326541,Housing Authority of the City of Gary,,,,,,,
GLENPARK EAST,830 E 35th Ct,Gary,Lake,IN,464091403,41.55461,-87.326541,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,3412 Tennessee St,Gary,Lake,IN,464091150,41.556611,-87.32229,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,3412 Tennessee St,Gary,Lake,IN,464091150,41.556611,-87.32229,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,3412 Tennessee St,Gary,Lake,IN,464091150,41.556611,-87.32229,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,3412 Tennessee St,Gary,Lake,IN,464091150,41.556611,-87.32229,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,3412 Tennessee St,Gary,Lake,IN,464091150,41.556611,-87.32229,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,3412 Tennessee St,Gary,Lake,IN,464091150,41.556611,-87.32229,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,3412 Tennessee St,Gary,Lake,IN,464091150,41.556611,-87.32229,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,3412 Tennessee St,Gary,Lake,IN,464091150,41.556611,-87.32229,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,3412 Tennessee St,Gary,Lake,IN,464091150,41.556611,-87.32229,Housing Authority of the City of Gary,,,,,,,
SENIOR CITIZENS,650 Jackson St,Gary,Lake,IN,464022268,41.599256,-87.344795,Housing Authority of the City of Gary,,,,,,,
SENIOR CITIZENS,650 Jackson St,Gary,Lake,IN,464022268,41.599256,-87.344795,Housing Authority of the City of Gary,,,,,,,
SENIOR CITIZENS,650 Jackson St,Gary,Lake,IN,464022268,41.599256,-87.344795,Housing Authority of the City of Gary,,,,,,,
SENIOR CITIZENS,650 Jackson St,Gary,Lake,IN,464022268,41.599256,-87.344795,Housing Authority of the City of Gary,,,,,,,
SENIOR CITIZENS,650 Jackson St,Gary,Lake,IN,464022268,41.599256,-87.344795,Housing Authority of the City of Gary,,,,,,,
SENIOR CITIZENS,650 Jackson St,Gary,Lake,IN,464022268,41.599256,-87.344795,Housing Authority of the City of Gary,,,,,,,
SENIOR CITIZENS,650 Jackson St,Gary,Lake,IN,464022268,41.599256,-87.344795,Housing Authority of the City of Gary,,,,,,,
SENIOR CITIZENS,650 Jackson St,Gary,Lake,IN,464022268,41.599256,-87.344795,Housing Authority of the City of Gary,,,,,,,
SENIOR CITIZENS,650 Jackson St,Gary,Lake,IN,464022268,41.599256,-87.344795,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,5050 W 20th Ave,Gary,Lake,IN,464062872,41.582685,-87.398964,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,5050 W 20th Ave,Gary,Lake,IN,464062872,41.582685,-87.398964,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,5050 W 20th Ave,Gary,Lake,IN,464062872,41.582685,-87.398964,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,5050 W 20th Ave,Gary,Lake,IN,464062872,41.582685,-87.398964,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,5050 W 20th Ave,Gary,Lake,IN,464062872,41.582685,-87.398964,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,5050 W 20th Ave,Gary,Lake,IN,464062872,41.582685,-87.398964,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,5050 W 20th Ave,Gary,Lake,IN,464062872,41.582685,-87.398964,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,5050 W 20th Ave,Gary,Lake,IN,464062872,41.582685,-87.398964,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,6807 E 5th Pl,Gary,Lake,IN,464032531,41.600695,-87.254983,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,6807 E 5th Pl,Gary,Lake,IN,464032531,41.600695,-87.254983,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,6807 E 5th Pl,Gary,Lake,IN,464032531,41.600695,-87.254983,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,6807 E 5th Pl,Gary,Lake,IN,464032531,41.600695,-87.254983,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,6807 E 5th Pl,Gary,Lake,IN,464032531,41.600695,-87.254983,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,6807 E 5th Pl,Gary,Lake,IN,464032531,41.600695,-87.254983,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,6807 E 5th Pl,Gary,Lake,IN,464032531,41.600695,-87.254983,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,6807 E 5th Pl,Gary,Lake,IN,464032531,41.600695,-87.254983,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,1013 Madison St,Gary,Lake,IN,464022833,41.593614,-87.341496,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,1013 Madison St,Gary,Lake,IN,464022833,41.593614,-87.341496,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,1013 Madison St,Gary,Lake,IN,464022833,41.593614,-87.341496,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,1013 Madison St,Gary,Lake,IN,464022833,41.593614,-87.341496,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,1013 Madison St,Gary,Lake,IN,464022833,41.593614,-87.341496,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,1013 Madison St,Gary,Lake,IN,464022833,41.593614,-87.341496,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,1013 Madison St,Gary,Lake,IN,464022833,41.593614,-87.341496,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,1013 Madison St,Gary,Lake,IN,464022833,41.593614,-87.341496,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,1013 Madison St,Gary,Lake,IN,464022833,41.593614,-87.341496,Housing Authority of the City of Gary,,,,,,,
CONCORD ON THE HILL,1772 Burr St,Gary,Lake,IN,464062656,41.585169,-87.403706,Housing Authority of the City of Gary,,,,,,,
CONCORD ON THE HILL,1772 Burr St,Gary,Lake,IN,464062656,41.585169,-87.403706,Housing Authority of the City of Gary,,,,,,,
CONCORD ON THE HILL,1772 Burr St,Gary,Lake,IN,464062656,41.585169,-87.403706,Housing Authority of the City of Gary,,,,,,,
CONCORD ON THE HILL,1772 Burr St,Gary,Lake,IN,464062656,41.585169,-87.403706,Housing Authority of the City of Gary,,,,,,,
CONCORD ON THE HILL,1772 Burr St,Gary,Lake,IN,464062656,41.585169,-87.403706,Housing Authority of the City of Gary,,,,,,,
CONCORD ON THE HILL,1772 Burr St,Gary,Lake,IN,464062656,41.585169,-87.403706,Housing Authority of the City of Gary,,,,,,,
CONCORD ON THE HILL,1772 Burr St,Gary,Lake,IN,464062656,41.585169,-87.403706,Housing Authority of the City of Gary,,,,,,,
CONCORD ON THE HILL,1772 Burr St,Gary,Lake,IN,464062656,41.585169,-87.403706,Housing Authority of the City of Gary,,,,,,,
CONCORD ON THE HILL,1772 Burr St,Gary,Lake,IN,464062656,41.585169,-87.403706,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,1406 E 49th Pl,Gary,Lake,IN,464092974,41.528174,-87.319676,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,1406 E 49th Pl,Gary,Lake,IN,464092974,41.528174,-87.319676,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,1406 E 49th Pl,Gary,Lake,IN,464092974,41.528174,-87.319676,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,1406 E 49th Pl,Gary,Lake,IN,464092974,41.528174,-87.319676,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,1406 E 49th Pl,Gary,Lake,IN,464092974,41.528174,-87.319676,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,1406 E 49th Pl,Gary,Lake,IN,464092974,41.528174,-87.319676,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,1406 E 49th Pl,Gary,Lake,IN,464092974,41.528174,-87.319676,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,1406 E 49th Pl,Gary,Lake,IN,464092974,41.528174,-87.319676,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,1406 E 49th Pl,Gary,Lake,IN,464092974,41.528174,-87.319676,Housing Authority of the City of Gary,,,,,,,
BROADWAY MANOR,10 W 13th Ave,Gary,Lake,IN,464071303,41.590241,-87.337201,Housing Authority of the City of Gary,,,,,,,
BROADWAY MANOR,10 W 13th Ave,Gary,Lake,IN,464071303,41.590241,-87.337201,Housing Authority of the City of Gary,,,,,,,
BROADWAY MANOR,10 W 13th Ave,Gary,Lake,IN,464071303,41.590241,-87.337201,Housing Authority of the City of Gary,,,,,,,
BROADWAY MANOR,10 W 13th Ave,Gary,Lake,IN,464071303,41.590241,-87.337201,Housing Authority of the City of Gary,,,,,,,
BROADWAY MANOR,10 W 13th Ave,Gary,Lake,IN,464071303,41.590241,-87.337201,Housing Authority of the City of Gary,,,,,,,
BROADWAY MANOR,10 W 13th Ave,Gary,Lake,IN,464071303,41.590241,-87.337201,Housing Authority of the City of Gary,,,,,,,
BROADWAY MANOR,10 W 13th Ave,Gary,Lake,IN,464071303,41.590241,-87.337201,Housing Authority of the City of Gary,,,,,,,
BROADWAY MANOR,10 W 13th Ave,Gary,Lake,IN,464071303,41.590241,-87.337201,Housing Authority of the City of Gary,,,,,,,
BROADWAY MANOR,10 W 13th Ave,Gary,Lake,IN,464071303,41.590241,-87.337201,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,218 Hamlin St,Gary,Lake,IN,464061337,41.606771,-87.412212,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,218 Hamlin St,Gary,Lake,IN,464061337,41.606771,-87.412212,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,218 Hamlin St,Gary,Lake,IN,464061337,41.606771,-87.412212,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,218 Hamlin St,Gary,Lake,IN,464061337,41.606771,-87.412212,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,218 Hamlin St,Gary,Lake,IN,464061337,41.606771,-87.412212,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,218 Hamlin St,Gary,Lake,IN,464061337,41.606771,-87.412212,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,218 Hamlin St,Gary,Lake,IN,464061337,41.606771,-87.412212,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,218 Hamlin St,Gary,Lake,IN,464061337,41.606771,-87.412212,Housing Authority of the City of Gary,,,,,,,
SCATTERED SITES,218 Hamlin St,Gary,Lake,IN,464061337,41.606771,-87.412212,Housing Authority of the City of Gary,,,,,,,
LEASED ELDERLY HIGHRISE,100 W 11th Ave,Gary,Lake,IN,464022935,41.591995,-87.338329,Housing Authority of the City of Gary,,,,,,,
LEASED ELDERLY HIGHRISE,100 W 11th Ave,Gary,Lake,IN,464022935,41.591995,-87.338329,Housing Authority of the City of Gary,,,,,,,
LEASED ELDERLY HIGHRISE,100 W 11th Ave,Gary,Lake,IN,464022935,41.591995,-87.338329,Housing Authority of the City of Gary,,,,,,,
LEASED ELDERLY HIGHRISE,100 W 11th Ave,Gary,Lake,IN,464022935,41.591995,-87.338329,Housing Authority of the City of Gary,,,,,,,
LEASED ELDERLY HIGHRISE,100 W 11th Ave,Gary,Lake,IN,464022935,41.591995,-87.338329,Housing Authority of the City of Gary,,,,,,,
LEASED ELDERLY HIGHRISE,100 W 11th Ave,Gary,Lake,IN,464022935,41.591995,-87.338329,Housing Authority of the City of Gary,,,,,,,
LEASED ELDERLY HIGHRISE,100 W 11th Ave,Gary,Lake,IN,464022935,41.591995,-87.338329,Housing Authority of the City of Gary,,,,,,,
LEASED ELDERLY HIGHRISE,100 W 11th Ave,Gary,Lake,IN,464022935,41.591995,-87.338329,Housing Authority of the City of Gary,,,,,,,
LEASED ELDERLY HIGHRISE,100 W 11th Ave,Gary,Lake,IN,464022935,41.591995,-87.338329,Housing Authority of the City of Gary,,,,,,,
ELDERLY HIGHRISE,578 Broadway,Gary,Lake,IN,464021900,41.600997,-87.33743,Housing Authority of the City of Gary,,,,,,,
ELDERLY HIGHRISE,578 Broadway,Gary,Lake,IN,464021900,41.600997,-87.33743,Housing Authority of the City of Gary,,,,,,,
ELDERLY HIGHRISE,578 Broadway,Gary,Lake,IN,464021900,41.600997,-87.33743,Housing Authority of the City of Gary,,,,,,,
ELDERLY HIGHRISE,578 Broadway,Gary,Lake,IN,464021900,41.600997,-87.33743,Housing Authority of the City of Gary,,,,,,,
ELDERLY HIGHRISE,578 Broadway,Gary,Lake,IN,464021900,41.600997,-87.33743,Housing Authority of the City of Gary,,,,,,,
ELDERLY HIGHRISE,578 Broadway,Gary,Lake,IN,464021900,41.600997,-87.33743,Housing Authority of the City of Gary,,,,,,,
ELDERLY HIGHRISE,578 Broadway,Gary,Lake,IN,464021900,41.600997,-87.33743,Housing Authority of the City of Gary,,,,,,,
ELDERLY HIGHRISE,578 Broadway,Gary,Lake,IN,464021900,41.600997,-87.33743,Housing Authority of the City of Gary,,,,,,,
ELDERLY HIGHRISE,578 Broadway,Gary,Lake,IN,464021900,41.600997,-87.33743,Housing Authority of the City of Gary,,,,,,,
Duneland,357 Old Duneland Pkwy,Gary,Lake,IN,464032400,41.6116,-87.266,Housing Authority of the City of Gary,,,,,,,
Duneland,357 Old Duneland Pkwy,Gary,Lake,IN,464032400,41.6116,-87.266,Housing Authority of the City of Gary,,,,,,,
Horace Mann Apartments,642 Washington St,Gary,Lake,IN,464022402,41.599448,-87.338666,Housing Authority of the City of Gary,,,,,,,
Homeownership,324 S Hamilton St,Gary,Lake,IN,464032356,41.603825,-87.269507,Housing Authority of the City of Gary,,,,,,,
BEECHWOOD,301 Doolittle Dr,New Albany,Floyd,IN,471503812,38.305483,-85.814161,Housing Authority of the City of New Albany,,,,,,,
BEECHWOOD,301 Doolittle Dr,New Albany,Floyd,IN,471503812,38.305483,-85.814161,Housing Authority of the City of New Albany,,,,,,,
BEECHWOOD,301 Doolittle Dr,New Albany,Floyd,IN,471503812,38.305483,-85.814161,Housing Authority of the City of New Albany,,,,,,,
BEECHWOOD,301 Doolittle Dr,New Albany,Floyd,IN,471503812,38.305483,-85.814161,Housing Authority of the City of New Albany,,,,,,,
BEECHWOOD,301 Doolittle Dr,New Albany,Floyd,IN,471503812,38.305483,-85.814161,Housing Authority of the City of New Albany,,,,,,,
CRYSTAL COURT,407 Crystal Ct,New Albany,Floyd,IN,471504867,38.2916,-85.8311,Housing Authority of the City of New Albany,,,,,,,
CRYSTAL COURT,407 Crystal Ct,New Albany,Floyd,IN,471504867,38.2916,-85.8311,Housing Authority of the City of New Albany,,,,,,,
CRYSTAL COURT,407 Crystal Ct,New Albany,Floyd,IN,471504867,38.2916,-85.8311,Housing Authority of the City of New Albany,,,,,,,
